"","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","incm.2.t.pred","test3[, 15]"
"3526",28," Private",375313," HS-grad",9," Never-married"," Tech-support"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3527",32," Private",206609," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"3528",30," Self-emp-inc",117570," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,60," United-States"," <=50K"," <=50K"
"3529",19," Private",372483," Some-college",10," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,35," United-States"," <=50K"," <=50K"
"3530",20," Private",124751," Some-college",10," Never-married"," Priv-house-serv"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"3531",36," Private",129573," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"3532",58," Private",233193," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,27," United-States"," <=50K"," <=50K"
"3533",25," Private",229287," Bachelors",13," Never-married"," Exec-managerial"," Other-relative"," White"," Female",0,0,25," United-States"," <=50K"," <=50K"
"3534",36," Private",32958," Some-college",10," Separated"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3535",60," Private",156889," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3536",22," ?",131573," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"," <=50K"
"3537",54," Self-emp-not-inc",230951," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"3538",27," Self-emp-not-inc",107846," HS-grad",9," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"3539",38," Private",170861," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3540",31," Private",199883," 12th",8," Divorced"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3541",59," Local-gov",171328," HS-grad",9," Separated"," Protective-serv"," Other-relative"," Black"," Female",0,2339,40," United-States"," >50K"," <=50K"
"3542",17," Private",79682," 10th",6," Never-married"," Priv-house-serv"," Other-relative"," White"," Male",0,0,30," United-States"," <=50K"," <=50K"
"3543",47," Private",192984," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3544",28," Local-gov",179759," Some-college",10," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3545",55," Private",190508," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,35," United-States"," >50K"," <=50K"
"3546",67," Private",89346," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"3547",27," Private",277760," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3548",34," State-gov",112062," Masters",14," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3549",60," Private",121127," 10th",6," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3550",19," Private",100009," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3551",25," Private",419658," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"," <=50K"
"3552",37," Private",186808," HS-grad",9," Never-married"," Sales"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3553",50," Private",185354," Masters",14," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"," <=50K"
"3554",42," Local-gov",199095," Assoc-voc",11," Widowed"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3555",27," Private",158156," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,42," United-States"," <=50K"," <=50K"
"3556",41," Local-gov",132125," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3557",50," Private",195638," 10th",6," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3558",43," Private",108945," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"3559",43," Federal-gov",77370," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3560",36," Private",175643," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," <=50K"," <=50K"
"3561",51," Private",138852," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3562",42," Federal-gov",284403," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3563",37," Private",176073," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3564",38," Local-gov",177305," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,38," United-States"," >50K"," <=50K"
"3565",27," Self-emp-inc",113870," Masters",14," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3566",43," Private",142682," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,30," Dominican-Republic"," <=50K"," <=50K"
"3567",46," Private",114032," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1887,45," United-States"," >50K"," >50K"
"3568",41," Private",96741," Assoc-acdm",12," Divorced"," Sales"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3569",32," Private",169240," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"," <=50K"
"3570",23," Federal-gov",53245," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3571",28," Private",172891," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," <=50K"
"3572",22," Private",160398," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Male",0,0,38," United-States"," <=50K"," <=50K"
"3573",43," Private",149909," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,42," United-States"," <=50K"," >50K"
"3574",51," Private",179646," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3575",35," Private",301614," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,60," United-States"," <=50K"," <=50K"
"3576",26," Private",57512," Assoc-voc",11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,48," United-States"," <=50K"," <=50K"
"3577",73," ?",281907," 11th",7," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,3," United-States"," <=50K"," <=50K"
"3578",30," Private",60426," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3579",41," Private",156566," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",4386,0,50," United-States"," <=50K"," >50K"
"3580",51," Private",145714," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,50," ?"," >50K"," >50K"
"3581",41," Private",179580," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,36," United-States"," <=50K"," >50K"
"3582",20," Private",196643," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3583",47," Private",189123," 11th",7," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1485,58," United-States"," >50K"," <=50K"
"3584",22," Private",192017," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3585",31," Private",84130," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," <=50K"," >50K"
"3586",21," Private",232577," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"," <=50K"
"3587",27," Private",133425," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"3588",57," Private",135339," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," >50K"," >50K"
"3589",47," Private",200734," Bachelors",13," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",0,0,45," United-States"," <=50K"," <=50K"
"3590",50," Private",24013," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,84," United-States"," <=50K"," >50K"
"3591",47," Self-emp-not-inc",149116," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"," <=50K"
"3592",36," Private",334366," 11th",7," Separated"," Exec-managerial"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"," <=50K"
"3593",45," Private",129387," Assoc-acdm",12," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," ?"," <=50K"," <=50K"
"3594",39," Private",174924," HS-grad",9," Separated"," Exec-managerial"," Not-in-family"," White"," Male",14344,0,40," United-States"," >50K"," >50K"
"3595",41," Private",41090," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2002,60," United-States"," <=50K"," <=50K"
"3596",58," Private",316000," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," >50K"
"3597",47," Private",102771," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"," <=50K"
"3598",36," State-gov",166606," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3599",22," Local-gov",138575," HS-grad",9," Never-married"," Protective-serv"," Unmarried"," White"," Male",0,0,56," United-States"," <=50K"," <=50K"
"3600",22," Private",291979," 11th",7," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3601",27," Private",292120," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"," <=50K"
"3602",40," Private",195617," Some-college",10," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"," <=50K"
"3603",38," Private",472604," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," Mexico"," <=50K"," <=50K"
"3604",29," ?",44921," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3605",36," Private",135289," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"," <=50K"
"3606",36," Private",168826," 10th",6," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3607",25," Private",189590," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3608",41," Private",114157," HS-grad",9," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3609",66," Private",192504," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"," <=50K"
"3610",30," Private",115963," 7th-8th",4," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,42," United-States"," <=50K"," <=50K"
"3611",21," Private",334113," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3612",33," Local-gov",173806," Assoc-acdm",12," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3613",26," Private",51961," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3614",47," Local-gov",36169," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"," >50K"
"3615",28," Private",188711," Bachelors",13," Never-married"," Transport-moving"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"," <=50K"
"3616",38," Local-gov",223004," Some-college",10," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,75," United-States"," <=50K"," <=50K"
"3617",43," Private",266439," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1887,40," United-States"," >50K"," >50K"
"3618",67," ?",274451," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3619",28," Private",214702," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"," <=50K"
"3620",21," Private",120326," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3621",28," Private",46868," Masters",14," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3622",31," Local-gov",158291," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",8614,0,40," United-States"," >50K"," >50K"
"3623",30," Private",182771," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," >50K"," >50K"
"3624",60," Private",114263," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," Hungary"," <=50K"," >50K"
"3625",40," Local-gov",197012," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Female",8614,0,40," England"," >50K"," >50K"
"3626",65," Self-emp-not-inc",139960," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",10605,0,60," United-States"," >50K"," >50K"
"3627",32," Private",80058," 11th",7," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,43," United-States"," <=50K"," >50K"
"3628",20," Private",176321," 12th",8," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," Mexico"," <=50K"," <=50K"
"3629",27," Private",247978," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3630",42," Private",253770," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"," <=50K"
"3631",33," Private",246038," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"," >50K"
"3632",30," Private",342709," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
"3633",43," Private",159549," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"," <=50K"
